,brand,price,originalpr,colour,shoetype,bargain
9176,Nine West,39.99,89.99,black,mules,49.99999999999999
9177,Tommy Jeans,74.95,99.95,urban green/pink,trainers,25.0
9178,Josef Seibel,71.96,89.95,skyblue,lace-ups,17.99000000000001
9179,Marks & Spencer,38.75,77.5,light grey mix,heels,38.75
9180,Next,54.0,54.0,black,heels,0.0
9181,Tommy Hilfiger,70.95,74.95,space blue,trainers,4.0
9182,Marc O'Polo,79.95,129.95,chalky sand,mules,49.999999999999986
9183,Hush Puppies,49.0,87.0,python,trainers,38.0
9184,Derimod,111.99,159.99,beige,slip-ons,48.000000000000014
9185,Timberland,55.0,110.0,black,sandals,55.0
9186,Kazar,119.99,119.99,gold,mixed,0.0
9187,Kennel + Schmenger,124.95,249.95,mohair/pearl,sandals,124.99999999999999
9188,Skechers,76.95,89.99,schwarz,trainers,13.039999999999992
9189,Mango,69.99,69.99,argent,heels,0.0
9190,Calvin Klein,101.95,169.95,ck black,sandals,67.99999999999999
9191,Lloyd,79.95,79.95,fuchsia,mules,0.0
9192,Vans,89.95,89.95,beige/light brown/white,mixed,0.0
9193,Mango,39.99,39.99,ecru,sandals,0.0
9194,GANT,111.19,139.95,cognac,boots,28.75999999999999
9195,Gabor,71.95,99.99,braun,sandals,28.039999999999992
9196,Tamaris,104.98,104.98,black,boots,0.0
9197,Veja,149.95,149.95,extra-white/sun/peach,trainers,0.0
9198,Rieker,47.13,49.95,schwarz,sandals,2.8200000000000003
9199,Buffalo,67.99,79.99,white,sandals,12.0
9200,Gioseppo,94.95,94.95,plata,trainers,0.0
9201,Caprice,69.95,69.95,black softnap,sandals,0.0
9202,Caprice,55.95,69.95,black nappa ,heels,14.0
9203,Eferri,37.89,52.99,burdeos,heels,15.100000000000001
9204,ALDO Wide Fit,119.95,119.95,other black,heels,0.0
9205,Paez,34.93,49.9,olive green,mules,14.969999999999999
9206,Call it Spring,74.95,74.95,silver,heels,0.0
9207,Tommy Hilfiger,89.99,149.9,white,trainers,59.91000000000001
9208,Lloyd,99.95,149.9,salbei,slip-ons,49.95
9209,Skechers,74.95,74.95,black/rose gold,trainers,0.0
9210,Crocs,32.99,54.99,navy / pepper,clogs,22.0
9211,Tamaris,59.95,59.95,black,boots,0.0
9212,Havaianas,22.15,25.95,pink lemonade,mixed,3.8000000000000007
9213,Paul Green,89.95,119.95,dunkelblau ,pumps,30.0
9214,Naturläufer,87.99,87.99,blau,boots,0.0
9215,Bullboxer,50.95,59.95,rosa,sandals,9.0
9216,Anna Field,21.99,44.99,white,sandals,23.000000000000004
9217,Pikolinos,144.9,144.9,schwarz,boots,0.0
9218,Rieker,79.95,79.95,moor porzellan,trainers,0.0
9219,Even&Odd,43.99,43.99,white,trainers,0.0
9220,Derimod,59.99,79.99,light brown,sandals,19.999999999999993
9221,Les Tropeziennes par M Belarbi,55.0,55.0,crème multi,sandals,0.0
9222,Bullboxer,65.97,109.95,dark brown ,boots,43.980000000000004
9223,Rieker,64.95,64.95,schwarz,boots,0.0
9224,La Strada,50.5,54.95,gold,sandals,4.450000000000003
9225,Hummel,59.45,69.95,white navy red,trainers,10.5
9226,Dr. Martens,120.95,134.95,black hydro,sandals,13.999999999999986
9227,Bosanova,47.69,52.99,oro,sandals,5.300000000000004
9228,Kazar,119.99,119.99,beige,heels,0.0
9229,Inuovo,79.95,79.95,cappucino black bcp,mules,0.0
9230,Pier One,49.99,49.99,beige,sandals,0.0
9231,Marc O'Polo,179.95,179.95,dark brown,boots,0.0
9232,Lloyd,89.95,89.95,fuchsia,sandals,0.0
9233,Marc O'Polo,59.95,89.95,mid brown,mules,30.0
9234,Les Tropeziennes par M Belarbi,75.0,75.0,tan   gold,sandals,0.0
9235,Kazar,92.99,154.99,black,slip-ons,62.000000000000014
9236,Anna Field Wide Fit,24.99,24.99,white,sandals,0.0
9237,Steve Madden,76.95,109.99,lavender blooms ,heels,33.03999999999999
9238,Steve Madden,76.95,109.99,magenta,heels,33.03999999999999
9239,ECCO,149.9,149.9,white,boots,0.0
9240,Tamaris,69.95,89.95,schwarz,boots,20.0
9241,Tamaris Fashletics,49.84,69.95,light olive,trainers,20.11
9242,Palado,59.95,79.95,black,sandals,20.0
9243,Buffalo,82.99,119.99,red,boots,37.0
9244,CUPLÉ,93.0,155.0,brown,boots,62.0
9245,Calvin Klein Jeans,33.95,39.95,raspberry sorbet,slides,6.0
9246,Josef Seibel,64.55,79.99,ocean/kombi,lace-ups,15.439999999999998
9247,Kazar,99.99,99.99,black,mules,0.0
9248,Tamaris,59.95,59.95,black,trainers,0.0
9249,Giesswein,119.95,119.95,arctic white,trainers,0.0
9250,Guess,77.5,155.0,beige,sandals,77.5
9251,Tamaris,59.95,59.95,black,mules,0.0
9252,Wojas,119.9,119.9,brown,boots,0.0
9253,Queen Helena,65.0,65.0,beige,sandals,0.0
9254,Relife,48.99,89.99,noir,boots,40.99999999999999
9255,Tamaris,89.95,89.95,black suede,heels,0.0
9256,Tommy Hilfiger,41.95,69.95,soothing pink,trainers,28.0
9257,Anna Field,39.99,39.99,black,mixed,0.0
9258,JOOP!,77.95,149.95,silver,trainers,71.99999999999999
9259,Tamaris,59.95,59.95,white,trainers,0.0
9260,Cruz,49.9,64.9,black solid,sandals,15.000000000000007
9261,TOM TAILOR,32.18,49.99,weiß,trainers,17.810000000000002
9262,Allbirds,120.0,120.0,jet black,pumps,0.0
9263,Gabor,142.5,150.0,schwarz ,boots,7.5
9264,Even&Odd,24.99,49.99,beige,boots,25.000000000000004
9265,Gabor,93.95,99.99,weiß/silber/ice,trainers,6.039999999999992
9266,British Knights,39.56,59.95,white,trainers,20.39
9267,Kazar,119.99,119.99,black,mixed,0.0
9268,Jolana & Fenena,58.99,74.99,beige,mules,15.999999999999993
9269,Springfield,33.59,47.99,mustard,mules,14.399999999999999
9270,Naturläufer,44.99,69.99,türkis,sandals,24.999999999999993
9271,Tommy Hilfiger,109.95,109.95,triple black,trainers,0.0
9272,Vans,79.95,79.95,black multi,trainers,0.0
9273,Even&Odd Wide Fit,31.99,39.99,white,trainers,8.000000000000004
9274,Bershka,59.99,59.99,black,boots,0.0
9275,Palado,37.95,99.95,beige,boots,62.0
9276,Tamaris,89.95,89.95,taupe nubuck,boots,0.0
9277,Anna Field,44.99,89.99,beige,boots,44.99999999999999
9278,Skechers,58.0,86.0,schwarz,boots,28.0
9279,RYŁKO,84.99,94.99,white,trainers,10.0
9280,CUPLÉ,79.2,99.0,gold,sandals,19.799999999999997
9281,Tamaris,99.95,99.95,black lea navy,boots,0.0
9282,Gabor Comfort,99.95,99.95,malve,heels,0.0
9283,*Art,119.95,119.95,piedra,boots,0.0
9284,Rieker,47.45,49.95,pazifik/weiß,sandals,2.5
9285,Jolana & Fenena,58.99,109.99,beige,boots,50.99999999999999
9286,Marco Tozzi,49.95,49.95,black,heels,0.0
9287,Kazar,219.99,219.99,black,boots,0.0
9288,Caprice,111.95,139.95,dk brown comb,boots,27.999999999999986
9289,Cesare Gaspari,76.0,145.0,fushia,sandals,69.0
9290,JOOP!,94.95,189.95,brown,boots,94.99999999999999
9291,Skechers,59.95,79.99,schwarz,trainers,20.039999999999992
9292,Gabor,76.89,99.95,schwarz,slip-ons,23.060000000000002
9293,British Knights,49.75,59.95,multi coloured,trainers,10.200000000000003
9294,Relife,37.99,74.99,beige kombi,sandals,36.99999999999999
9295,Birkenstock,149.95,149.95,high shine black,slippers,0.0
9296,Anna Field,16.89,27.99,black,sandals,11.099999999999998
9297,Tamaris,49.95,59.95,black leather,mules,10.0
9298,Melvin & Hamilton,197.95,219.95,navy,boots,22.0
9299,Stradivarius,39.99,39.99,blue denim,boots,0.0
9300,Ca'Shott,149.99,149.99,light brown,boots,0.0
9301,Selected Femme,84.99,99.99,chinchilla,sandals,15.0
9302,Anna Field,38.69,54.99,white,pumps,16.300000000000004
9303,Les Tropeziennes par M Belarbi,69.9,69.9,black shinny,sandals,0.0
9304,Birkenstock,79.95,79.95,black,mules,0.0
9305,Anna Field,27.19,44.99,dark blue,sandals,17.8
9306,Tamaris,79.95,79.95,taupe,heels,0.0
9307,Anna Field,21.99,44.99,beige,boots,23.000000000000004
9308,Rieker,39.99,59.99,blau,pumps,20.0
9309,Betsy,44.99,59.99,black,heels,15.0
9310,Rieker,49.95,49.95,bunt,mules,0.0
9311,Felmini,160.0,160.0,couro ,boots,0.0
9312,Paul Green,115.95,144.9,schwarz,heels,28.950000000000003
9313,Cesare Gaspari,68.0,158.0,blue,sandals,90.0
9314,Marco Tozzi,49.99,59.95,white comb,trainers,9.96
9315,Gabor,59.95,119.95,weiss/ice,trainers,60.0
9316,L37,179.0,179.0,black,boots,0.0
9317,Gioseppo,69.95,99.95,fuxia,trainers,30.0
9318,Andrea Conti,61.99,99.99,dunkel braun,boots,37.99999999999999
9319,Bullboxer,51.95,69.95,pink,trainers,18.0
9320,Salomon,179.95,179.95,white/white/lunar rock,trainers,0.0
9321,Cruz,34.9,49.9, powder pink,mules,15.0
9322,Menbur,46.95,84.95,silver,sandals,38.0
9323,Dockers by Gerli,40.33,49.99,beige,sandals,9.660000000000004
9324,Marks & Spencer,34.95,34.95,white ,sandals,0.0
9325,Jana,39.95,49.95,stone,sandals,10.0
9326,Sioux,79.95,109.95,weiß,lace-ups,30.0
9327,Call it Spring,99.95,99.95,black,boots,0.0
9328,KHARISMA,62.99,74.99,fuxia,pumps,11.999999999999993
9329,mtng,124.95,124.95,serraje cuero,boots,0.0
9330,Marco Tozzi,41.95,49.95,pink,sandals,8.0
9331,Anna Field,27.99,39.99,cognac,boots,12.000000000000004
9332,Pier One,84.99,84.99,cognac,boots,0.0
9333,Marco Tozzi,48.05,59.95,lt blue comb,trainers,11.900000000000006
9334,Donna Carolina,152.96,169.95,black,heels,16.98999999999998
9335,Bosanova,47.69,52.99,plata,sandals,5.300000000000004
9336,Wojas,74.9,74.9,white,pumps,0.0
9337,Caprice,99.95,99.95,black naplak,heels,0.0
9338,Tamaris,41.95,69.95,black/gold,trainers,28.0
9339,Isabel Bernard,139.85,199.0,schwarz,slip-ons,59.150000000000006
9340,Buffalo,65.99,109.99,off-white,sandals,44.0
9341,Call it Spring,35.95,59.95,other beige,sandals,24.0
9342,Donna Carolina,160.89,179.9,rot,pumps,19.01000000000002
9343,Even&Odd,44.99,49.99,black,boots,5.0
9344,Peter Kaiser,109.9,169.9,notte ,heels,60.0
9345,Lloyd,99.95,149.9,schwarz,trainers,49.95
9346,Rieker,49.99,59.95,blau,sandals,9.96
9347,NoGRZ,49.95,129.95,blue,trainers,79.99999999999999
9348,Marco Tozzi,49.95,49.95,cognac,heels,0.0
9349,Wojas,99.9,99.9,black,heels,0.0
9350,MICHAEL Michael Kors,154.95,154.95,pale gold,heels,0.0
9351,Keddo,34.99,39.99,yellow,slides,5.0
9352,British Knights,35.97,59.95,olive,trainers,23.980000000000004
9353,Anna Field Wide Fit,39.99,39.99,black,boots,0.0
9354,Zign,44.99,89.99,red,boots,44.99999999999999
9355,On Running,169.0,169.0,all white,trainers,0.0
9356,Bronx,113.95,189.95,silver-coloured,sandals,75.99999999999999
9357,Pretty Ballerinas,164.95,164.95,navy,moccasins,0.0
9358,Betsy,59.99,59.99,black,mules,0.0
9359,Gabor Comfort,71.95,89.95,blue,sandals,18.0
9360,ALDO,63.95,74.95,dark brown,heels,11.0
9361,Jolana & Fenena,89.99,149.99,schwarz,boots,60.000000000000014
9362,Marc O'Polo,159.95,159.95,chalky sand,trainers,0.0
9363,Guess,65.95,94.95,denim,espadrilles,29.0
9364,Rieker,52.95,59.99,weiss schwarz weiss multi,trainers,7.039999999999999
9365,Mexx,77.95,119.95,black,boots,42.0
9366,British Knights,39.56,54.95,black black,trainers,15.39
9367,Next,54.0,54.0,champagne gold,pumps,0.0
9368,Next,116.0,116.0,tan brown,mixed,0.0
9369,Wojas,99.9,99.9,white,trainers,0.0
9370,Tommy Hilfiger,84.43,129.9,zwart,trainers,45.47
9371,Pretty Ballerinas,144.95,144.95,black,pumps,0.0
9372,Nike Sportswear,135.95,159.95,phantom/pink oxford/light silver/fossil/volt/metallic silver,trainers,24.0
9373,Caprice,49.95,69.95,green suede,mules,20.0
9374,RAID,46.99,46.99,black ,heels,0.0
9375,Even&Odd,69.99,69.99,pink,boots,0.0
9376,Nine West,79.99,119.99,dark blue,moccasins,40.0
9377,Bosanova,29.99,47.99,black,sandals,18.000000000000004
9378,Clarks,89.9,89.9,black,slip-ons,0.0
9379,XTI,48.95,54.95,black,pumps,6.0
9380,Andrea Conti,69.85,69.85,peppermint,slip-ons,0.0
9381,Scholl,40.35,40.35,noir,mules,0.0
9382,Tamaris,49.95,49.95,black uni,trainers,0.0
9383,Pepe Jeans,94.95,94.95,black,trainers,0.0
9384,Anna Field Wide Fit,34.99,34.99,black,lace-ups,0.0
9385,Marco Shoes,94.0,94.0,beige light pink,pumps,0.0
9386,Reef,65.0,65.0,black,sandals,0.0
9387,Vagabond,86.99,109.99,black,trainers,23.0
9388,Bershka,35.99,35.99,black,heels,0.0
9389,ASICS SportStyle,84.95,84.95,white/shamrock green,trainers,0.0
9390,Derimod,39.99,49.99,light brown,sandals,10.0
9391,Tommy Hilfiger,129.9,129.9,white,trainers,0.0
9392,Marco Tozzi,41.95,49.95,green gold,mules,8.0
9393,Bagatt,79.95,79.95,beige/orange,trainers,0.0
9394,Remonte,77.95,77.95,clay metallic/gold shell pearl ,sandals,0.0
9395,Les Tropeziennes par M Belarbi,75.0,75.0,tan,sandals,0.0
9396,Gabor,73.05,99.95,silber light grey,sandals,26.900000000000006
9397,Lloyd,149.9,149.9,braun,boots,0.0
9398,Philip Hog,63.0,63.0,beige,pumps,0.0
9399,Gioseppo,84.95,99.95,off-white,pumps,15.0
9400,Felmini,150.0,150.0,stone ,boots,0.0
9401,NeroGiardini,189.9,189.9,beige,boots,0.0
9402,Josef Seibel,89.85,89.85,ocean,pumps,0.0
9403,Cruz,49.9,49.9,black,mules,0.0
9404,Donna Carolina,118.0,169.0,grün,pumps,51.0
9405,ECCO,170.0,170.0,black,boots,0.0
9406,TOMS,59.95,59.95,green,slip-ons,0.0
9407,Mango,35.99,49.99,blau,heels,14.0
9408,Ipanema,29.99,29.99,beige/gold,sandals,0.0
9409,Marco Tozzi,50.95,59.95,white,mules,9.0
9410,Kazar,144.99,144.99,grey,boots,0.0
9411,Tropicfeel,109.0,109.0,deep red,trainers,0.0
9412,Toni Pons,49.95,49.95,cru,espadrilles,0.0
9413,NeroGiardini,125.0,179.0,silver coloured,sandals,54.0
9414,Birkenstock,109.95,109.95,black,sandals,0.0
9415,Peter Kaiser,135.96,159.95,cedar ,heels,23.98999999999998
9416,Fly London,91.95,140.0,black ,slip-ons,48.05
9417,San Marina,82.95,149.95,cognac,boots,66.99999999999999
9418,Jolana & Fenena,126.99,174.99,schwarz,boots,48.000000000000014
9419,RYŁKO,104.99,104.99,black,trainers,0.0
9420,Caprice,68.5,69.95,beige perlato,sandals,1.4500000000000028
9421,Hey Dude,69.9,69.9,grey,lace-ups,0.0
9422,RYŁKO,54.99,79.99,czarny,mules,24.999999999999993
9423,Gabor,107.96,119.95,grün,trainers,11.990000000000009
9424,Anna Field,44.99,44.99,black,boots,0.0
9425,Caprice,71.32,89.95,black,boots,18.63000000000001
9426,Nine West,99.99,129.99,nude,heels,30.000000000000014
9427,Blue by Betsey Johnson,125.95,139.95,silver-coloured,sandals,13.999999999999986
9428,Madden Girl,67.95,79.95,bone paris,sandals,12.0
9429,Skechers Sport,74.99,74.99,white,trainers,0.0
9430,Rieker,70.89,79.95,schwarz,boots,9.060000000000002
9431,Keddo,34.99,49.99,black,trainers,15.0
9432,Tommy Hilfiger,119.9,119.9,weiss ,trainers,0.0
9433,Tamaris,119.95,119.95,black,boots,0.0
9434,Toni Pons,69.95,69.95,plati,espadrilles,0.0
9435,Hummel,64.95,64.95,white,trainers,0.0
9436,Scholl,89.99,89.99,green,mules,0.0
9437,Betsy,49.99,49.99,red,heels,0.0
9438,Softinos,174.9,174.9,denimw black neoprene,boots,0.0
9439,RYŁKO,119.99,119.99,czarny sc,slip-ons,0.0
9440,Musk,109.99,109.99,grey,boots,0.0
9441,Puma,67.95,79.95,black/white/team gold,trainers,12.0
9442,Tamaris,79.95,79.95,black,heels,0.0
9443,Rieker,46.14,69.99,weiß,slip-ons,23.849999999999994
9444,VIONIC,99.99,130.0,cream leather,sandals,30.010000000000005
9445,Pier One,34.99,34.99,black,mules,0.0
9446,Marco Tozzi,28.95,49.99,nude,pumps,21.040000000000003
9447,Sioux,129.95,129.95,weiß,trainers,0.0
9448,Tamaris,89.95,89.95,black,boots,0.0
9449,flip*flop,34.95,34.95,black,mixed,0.0
9450,Cesare Gaspari,86.0,220.0,green,sandals,134.0
9451,Gabor,94.95,99.95,plum beige,boots,5.0
9452,Gabor,89.9,89.9,schwarz,pumps,0.0
9453,Braccialini,74.0,105.0,black,sandals,31.0
9454,Queen Helena,35.0,35.0,nero,sandals,0.0
9455,Palado,39.95,69.95,lila matt,mules,30.0
9456,Caprice,69.95,69.95,ocean suede,sandals,0.0
9457,Naturalizer,84.99,110.0,black leather,mixed,25.010000000000005
9458,Anna Field,17.59,24.99,brown,mules,7.399999999999999
9459,New Balance,98.95,109.95,natural indigo ,trainers,11.0
9460,Nine West,44.99,119.99,white,sandals,75.0
9461,Tamaris,71.45,74.95,black,boots,3.5
9462,Rieker,49.99,59.99,beige,sandals,10.0
9463,Pretty Ballerinas,149.95,149.95,marina,pumps,0.0
9464,Kazar,152.99,169.99,beige,sandals,17.0
9465,adidas Originals,109.95,109.95,ltblue/ftwwht/gum5,trainers,0.0
9466,Polo Ralph Lauren,35.0,50.0,black/white,mixed,15.0
9467,Pikolinos,117.99,169.99,cuero,boots,52.000000000000014
9468,Rieker,61.44,69.99,blau,slip-ons,8.549999999999997
9469,adidas Originals,53.95,89.95,footwear white/crystal white/core black,trainers,36.0
9470,Nine West,34.99,119.99,green,slip-ons,85.0
9471,Cesare Gaspari,68.0,125.0,white,mules,57.0
9472,Musk,49.99,119.99,mint,mules,70.0
9473,Cesare Gaspari,59.0,120.0,lilac/blue,sandals,61.0
9474,Mango,45.99,45.99,violet,heels,0.0
9475,Toni Pons,34.95,34.95,rosa,slippers,0.0
9476,Steve Madden,164.95,164.95,brown,boots,0.0
9477,Anna Field,20.09,24.99, gold,sandals,4.899999999999999
9478,Palado,34.95,69.95,grün matt,mules,35.0
9479,Zign,79.99,99.99,black,boots,20.0
9480,TOM TAILOR,57.44,89.95,fango,boots,32.510000000000005
9481,Simmi London,35.85,41.95,gold metallic,sandals,6.100000000000001
9482,Rieker EVOLUTION,59.3,74.95,bunt,trainers,15.650000000000006
9483,CUPLÉ,89.0,89.0,camel,heels,0.0
9484,Marc O'Polo,96.95,129.95,black,mules,32.999999999999986
9485,Pavement,199.95,199.95,taupe,boots,0.0
9486,Caprice,71.95,89.95,rust naplak,slip-ons,18.0
9487,McGregor,49.95,79.95,black,mules,30.0
9488,Tamaris,79.95,79.95,black,heels,0.0
9489,Ekonika,100.0,200.0,white,trainers,100.0
9490,Anna Field,35.99,39.99,black,boots,4.0
9491,Kazar,144.99,144.99,beige,mixed,0.0
9492,Puma,69.95,69.95,black black silver,trainers,0.0
9493,Nine West,44.99,99.99,white,sandals,54.99999999999999
9494,Rieker,69.95,69.95,rot,trainers,0.0
9495,Anna Field,69.99,69.99,brown,mixed,0.0
9496,Tamaris,39.95,49.95,lavender struc,pumps,10.0
9497,Remonte,89.9,89.9,braun,trainers,0.0
9498,Cesare Gaspari,76.0,185.0,red,heels,109.0
9499,Bagatt,99.95,99.95,grau,trainers,0.0
9500,Rohde,39.96,49.95,grey,mules,9.990000000000002
9501,Buffalo,75.99,94.99,silver,sandals,19.0
9502,Call it Spring,89.95,89.95,black,boots,0.0
9503,Derimod,77.99,119.99,gold,wedges,42.0
9504,Buffalo,109.99,109.99,cream,trainers,0.0
9505,TOMS,63.95,79.95,dark naturel,espadrilles,16.0
9506,TOM TAILOR,32.18,49.99,beige silver,clogs,17.810000000000002
9507,Tamaris,35.95,59.95,black,sandals,24.0
9508,ONLY SHOES,44.99,44.99,gold,sandals,0.0
9509,Lynfield,27.99,119.99,blau,trainers,92.0
9510,Gabor,93.44,99.99,sesamo,sandals,6.549999999999997
9511,Jana,47.45,49.95,black ,slip-ons,2.5
9512,Carvela,80.0,115.0,white,trainers,35.0
9513,Skechers Sport,94.95,94.95,off white,trainers,0.0
9514,Next,90.0,90.0,black,mixed,0.0
9515,Even&Odd,43.99,43.99,black,boots,0.0
9516,Lacoste,66.0,110.0,white/yellow,trainers,44.0
9517,IGI&CO,59.43,84.9,blu,trainers,25.470000000000006
9518,WITTCHEN,75.0,179.0,brown,heels,104.0
9519,Next,65.0,65.0,green,mixed,0.0
9520,Anna Field Wide Fit,48.99,69.99,black,pumps,20.999999999999993
9521,Ballerette,115.0,115.0,black,pumps,0.0
9522,Gabor,85.15,129.99,atlantik,slip-ons,44.84
9523,Betsy,39.99,59.99,lt green,heels,20.0
9524,RAID,40.99,40.99,black,heels,0.0
9525,Timberland,199.95,199.95,light beige,boots,0.0
9526,POD,195.0,195.0,tan,lace-ups,0.0
9527,Nine West,39.99,89.99,purple,mules,49.99999999999999
9528,Gabor,86.96,99.95,vert,sandals,12.990000000000009
9529,Kennel + Schmenger,285.0,285.0,orange camel,trainers,0.0
9530,Anna Field Wide Fit,44.99,44.99,black,boots,0.0
9531,ONLY SHOES,36.19,44.99,black,sandals,8.800000000000004
9532,Kazar,83.99,119.99,beige,mules,36.0
9533,Kazar,94.49,134.99,brown,sandals,40.500000000000014
9534,Toni Pons,179.95,179.95,marro,boots,0.0
9535,Guess,115.0,115.0,mehrfarbe rose,trainers,0.0
9536,Replay,174.95,174.95,black,boots,0.0
9537,Palado,39.95,74.95,rose,sandals,35.0
9538,*Art,98.96,109.95,hellblau,pumps,10.990000000000009
9539,Tamaris,99.95,99.95,black,boots,0.0
9540,Les Tropeziennes par M Belarbi,75.0,75.0,taupe,sandals,0.0
9541,Pepe Jeans,80.95,94.95,sherbert,espadrilles,14.0
9542,Gabor,114.9,114.9,schwarzssw,trainers,0.0
9543,Donna Carolina,141.22,189.9,blau,pumps,48.68000000000001
9544,ALDO,79.95,79.95,black,pumps,0.0
9545,Skechers Sport,66.99,89.99,black/multi-coloured,trainers,23.0
9546,L37,107.0,179.0,black,heels,72.0
9547,adidas Originals,57.95,64.95,dark blue/footwear white,slides,7.0
9548,Tommy Hilfiger,159.9,159.9,black,boots,0.0
9549,Marks & Spencer,74.95,74.95,tangerine,sandals,0.0
9550,Gioseppo,174.95,174.95,moka,boots,0.0
9551,Puma,109.95,109.95,white,trainers,0.0
9552,Alma en Pena,69.95,139.95,sand,sandals,69.99999999999999
9553,Blauer,94.95,134.95,pink/aqua,trainers,39.999999999999986
9554,koel,129.9,129.9,black,boots,0.0
9555,s.Oliver,29.99,29.99,blau,sandals,0.0
9556,ASICS SportStyle,59.45,84.95,white/oatmeal,trainers,25.5
9557,Gabor,59.95,99.95,nude,heels,40.0
9558,Long Tall Sally,52.69,61.99,black,heels,9.300000000000004
9559,Calvin Klein Jeans,58.95,69.95,black,espadrilles,11.0
9560,Jolana & Fenena,61.99,129.99,creme,boots,68.0
9561,Marco Tozzi,59.95,59.95,brick,boots,0.0
9562,mtng,125.95,125.95,black,boots,0.0
9563,Keddo,24.99,34.99,yellow,slides,10.000000000000004
9564,Even&Odd,29.99,29.99,cognac,sandals,0.0
9565,Mexx,34.95,69.95,black,mules,35.0
9566,Wojas,114.9,114.9,beige,heels,0.0
9567,Pepe Jeans,37.5,75.0,lemon,sandals,37.5
9568,Bullboxer,59.95,59.95,marine,sandals,0.0
9569,Tamaris,98.95,109.95,black,boots,11.0
9570,Kickers,52.5,105.0,vert,boots,52.5
9571,Cesare Gaspari,65.0,178.0,white,slip-ons,113.0
9572,Puma,107.95,119.95,puma white-feather gray,trainers,12.0
9573,Yours Clothing,39.94,46.99,white,sandals,7.050000000000004
9574,Paul Green,115.95,144.9,beige,heels,28.950000000000003
9575,Toni Pons,59.95,59.95,black,sandals,0.0
9576,Next,109.0,109.0,silver,mixed,0.0
9577,Vagabond,105.95,140.0,black ,heels,34.05
