,Titles,Years
21515,A Diagnosis for All Rare Genetic Diseases: The Horizon and the Next Frontiers.,2019
21516,How to Train Your Genome.,2019
21517,The Missing Diversity in Human Genetic Studies.,2019
21518,Genetics as a Job Generator.,2019
21519,The Genetics of Aging: A Vertebrate Perspective.,2019
21520,Bringing Genetics Home.,2019
21521,Human Immunology through the Lens of Evolutionary Genetics.,2019
21522,"Defining the Genetic, Genomic, Cellular, and Diagnostic Architectures of Psychiatric Disorders.",2019
21523,National Efforts with Global Implications.,2019
21524,The Genetic Basis of Metabolic Disease.,2019
21525,"Genetics of Common, Complex Coronary Artery Disease.",2019
21526,Human Disease Variation in the Light of Population Genomics.,2019
21527,Local Determinants of the Mutational Landscape of the Human Genome.,2019
21528,The Human Helix.,2019
21529,Liquid Nuclear Condensates Mechanically Sense and Restructure the Genome.,2019
21530,Optimal-Transport Analysis of Single-Cell Gene Expression Identifies Developmental Trajectories in Reprogramming.,2019
21531,A Genome-wide Framework for Mapping Gene Regulation via Cellular Genetic Screens.,2019
21532,Auto-regulation of Secretory Flux by Sensing and Responding to the Folded Cargo Protein Load in the Endoplasmic Reticulum.,2019
21533,Induction of Potent Neutralizing Antibody Responses by a Designed Protein Nanoparticle Vaccine for Respiratory Syncytial Virus.,2019
21534,Characterizing Mutational Signatures in Human Cancer Cell Lines Reveals Episodic APOBEC Mutagenesis.,2019
21535,VEGF in Signaling and Disease: Beyond Discovery and Development.,2019
21536,Self-Assembling Nanoparticles Usher in a New Era of Vaccine Design.,2019
21537,Some Like it HOT: Horizontal Operon Transfer.,2019
21538,An Error-Prone Polymerase in the Fight against Cancer.,2019
21539,Phosphoinositide Interactions Position cGAS at the Plasma Membrane to Ensure Efficient Distinction between Self- and Viral DNA.,2019
21540,Megabase Length Hypermutation Accompanies Human Structural Variation at 17p11.2.,2019
21541,Higher-Order Clustering of the Transmembrane Anchor of DR5 Drives Signaling.,2019
21542,Single-Cell RNA-Seq Reveals AML Hierarchies Relevant to Disease Progression and Immunity.,2019
21543,Quiescence Modulates Stem Cell Maintenance and Regenerative Capacity in the Aging Brain.,2019
21544,Lineage Tracing in Humans Enabled by Mitochondrial Mutations and Single-Cell Genomics.,2019
21545,Acetylation Blocks cGAS Activity and Inhibits Self-DNA-Induced Autoimmunity.,2019
21546,Eukaryotic Acquisition of a Bacterial Operon.,2019
21547,Human Anti-fungal Th17 Immunity and Pathology Rely on Cross-Reactivity against Candida albicans.,2019
21548,Extensive Heterogeneity and Intrinsic Variation in Spatial Genome Organization.,2019
21549,The Root Cap Cuticle: A Cell Wall Structure for Seedling Establishment and Lateral Root Formation.,2019
21550,A Hippocampus-Accumbens Tripartite Neuronal Motif Guides Appetitive Memory in Space.,2019
21551,Lateral Inhibition in Cell Specification Mediated by Mechanical Signals Modulating TAZ Activity.,2019
21552,Error-Prone Replication through UV Lesions by DNA Polymerase θ Protects against Skin Cancers.,2019
21553,Mechanism of Cross-talk between H2B Ubiquitination and H3 Methylation by Dot1L.,2019
21554,Genomic Imprinting and Physiological Processes in Mammals.,2019
21555,Dissecting Cell Lineages: From Microscope to Kaleidoscope.,2019
21556,A Watershed Finding for Heart Regeneration.,2019
21557,SnapShot: Cancer Immunotherapy with Oncolytic Viruses.,2019
21558,Structural Basis of Nav1.7 Inhibition by a Gating-Modifier Spider Toxin.,2019
21559,CCR5 Is a Therapeutic Target for Recovery after Stroke and Traumatic Brain Injury.,2019
21560,FXR Regulates Intestinal Cancer Stem Cell Proliferation.,2019
21561,Regulation of MicroRNA Machinery and Development by Interspecies S-Nitrosylation.,2019
21562,Sexually Dimorphic Control of Parenting Behavior by the Medial Amygdala.,2019
21563,The Small Non-coding Vault RNA1-1 Acts as a Riboregulator of Autophagy.,2019
21564,Excessive Cell Growth Causes Cytoplasm Dilution And Contributes to Senescence.,2019
21565,Co-targeting RNA Polymerases IV and V Promotes Efficient De Novo DNA Methylation in Arabidopsis.,2019
21566,Chronic Inflammation Permanently Reshapes Tissue-Resident Immunity in Celiac Disease.,2019
21567,Commensal Microbiota Promote Lung Cancer Development via γδ T Cells.,2019
21568,Molecular Classification and Comparative Taxonomics of Foveal and Peripheral Cells in Primate Retina.,2019
21569,Homeostatic Control of Sebaceous Glands by Innate Lymphoid Cells Regulates Commensal Bacteria Equilibrium.,2019
21570,Molecular Discrimination between Two Conformations of Sphingomyelin in Plasma Membranes.,2019
21571,Identification of Enteroendocrine Regulators by Real-Time Single-Cell Differentiation Mapping.,2019
21572,Limbic Neurons Shape Sex Recognition and Social Behavior in Sexually Naive Males.,2019
21573,Pharmacological Targeting of STK19 Inhibits Oncogenic NRAS-Driven Melanomagenesis.,2019
21574,Unexpected Receptor Functional Mimicry Elucidates Activation of Coronavirus Fusion.,2019
21575,A Unique Collateral Artery Development Program Promotes Neonatal Heart Regeneration.,2019
21576,Plasticity of the Electrical Connectome of C. elegans.,2019
21577,Impairment of an Endothelial NAD+-H2S Signaling Network Is a Reversible Cause of Vascular Aging.,2019
21578,The Landscape of Circular RNA in Cancer.,2019
21579,Pollen Cell Wall Patterns Form from Modulated Phases.,2019
21580,Widespread and Functional RNA Circularization in Localized Prostate Cancer.,2019
21581,Establishing Cerebral Organoids as Models of Human-Specific Brain Evolution.,2019
21582,Small-Molecule Agonists of Ae. aegypti Neuropeptide Y Receptor Block Mosquito Biting.,2019
21583,"Designer Assays for Your Sick, Subdivided Heart.",2019
21584,Replication Timing Becomes Intertwined with 3D Genome Organization.,2019
21585,The Perfect Appetizer: A Pharmacological Strategy for a Non-biting Mosquito.,2019
21586,Optimal-Transport Analysis of Single-Cell Gene Expression Identifies Developmental Trajectories in Reprogramming.,2019
21587,Natural Killer Cells Degenerate Intact Sensory Afferents following Nerve Injury.,2019
21588,Optimal Decoding of Cellular Identities in a Genetic Network.,2019
21589,Regional Activation of Myosin II in Cancer Cells Drives Tumor Progression via a Secretory Cross-Talk with the Immune Microenvironment.,2019
21590,A Platform for Generation of Chamber-Specific Cardiac Tissues and Disease Modeling.,2019
21591,The cis-Regulatory Atlas of the Mouse Immune System.,2019
21592,A Peninsular Structure Coordinates Asynchronous Differentiation with Morphogenesis to Generate Pancreatic Islets.,2019
21593,Structural Basis of Nav1.7 Inhibition by a Gating-Modifier Spider Toxin.,2019
21594,Human Semaphorin 3 Variants Link Melanocortin Circuit Development and Energy Balance.,2019
21595,Importin α Partitioning to the Plasma Membrane Regulates Intracellular Scaling.,2019
21596,Genome-wide CRISPR Screens in T Helper Cells Reveal Pervasive Crosstalk between Activation and Differentiation.,2019
21597,"Dysfunctional CD8 T Cells Form a Proliferative, Dynamically Regulated Compartment within Human Melanoma.",2019
21598,Identifying cis Elements for Spatiotemporal Control of Mammalian DNA Replication.,2019
21599,Low-Fidelity Assembly of Influenza A Virus Promotes Escape from Host Cells.,2019
21600,A Paradigm Shift in Cancer Immunotherapy: From Enhancement to Normalization.,2019
21601,Self-Maintaining Gut Macrophages Are Essential for Intestinal Homeostasis.,2019
21602,"Crystal Structures of Membrane Transporter MmpL3, an Anti-TB Drug Target.",2019
21603,"Regulation of HIV-1 Gag-Pol Expression by Shiftless, an Inhibitor of Programmed -1 Ribosomal Frameshifting.",2019
21604,Considerations and Challenges in Studying Liquid-Liquid Phase Separation and Biomolecular Condensates.,2019
21605,Stars Are Not in Outer Space: Astrocytes Respond to Environmental Cues.,2019
21606,The Splicing Code Goes Deep.,2019
21607,Nucleosome Orientation Map Finds Two New Chromatin Folding Motifs.,2019
21608,Receptor Structures for a Caldron of Cannabinoids.,2019
21609,Characterizing the Major Structural Variant Alleles of the Human Genome.,2019
21610,"Extensive Unexplored Human Microbiome Diversity Revealed by Over 150,000 Genomes from Metagenomes Spanning Age, Geography, and Lifestyle.",2019
21611,A Tradeoff in the Neural Code across Regions and Species.,2019
21612,Environmental Control of Astrocyte Pathogenic Activities in CNS Inflammation.,2019
21613,Combinatorial Genetics Reveals a Scaling Law for the Effects of Mutations on Splicing.,2019
21614,Predicting Splicing from Primary Sequence with Deep Learning.,2019
21615,Sub-nucleosomal Genome Structure Reveals Distinct Nucleosome Folding Motifs.,2019
21616,Crystal Structure of the Human Cannabinoid Receptor CB2.,2019
21617,Structure of a Signaling Cannabinoid Receptor 1-G Protein Complex.,2019
21618,Distinctive Activation Mechanism for Angiotensin Receptor Revealed by a Synthetic Nanobody.,2019
21619,Angiotensin Analogs with Divergent Bias Stabilize Distinct Receptor Conformations.,2019
21620,METTL13 Methylation of eEF1A Increases Translational Output to Promote Tumorigenesis.,2019
21621,Recirculating Intestinal IgA-Producing Cells Regulate Neuroinflammation via IL-10.,2019
21622,UBQLN4 Represses Homologous Recombination and Is Overexpressed in Aggressive Tumors.,2019
21623,The Molecular Mechanism of Transport by the Mitochondrial ADP/ATP Carrier.,2019
21624,p53 Represses the Mevalonate Pathway to Mediate Tumor Suppression.,2019
21625,Circulating Tumor Cell Clustering Shapes DNA Methylation to Enable Metastasis Seeding.,2019
21626,Flu Shows the Power of Diversity.,2019
21627,Phages Tune in to Host Cell Quorum Sensing.,2019
21628,Mapping Local and Global Liquid Phase Behavior in Living Cells Using Photo-Oligomerizable Seeds.,2019
21629,Native American Genomic Diversity through Ancient DNA.,2019
21630,Defining T Cell States Associated with Response to Checkpoint Immunotherapy in Melanoma.,2019
21631,An Allosteric Switch Primes Sequence-Specific DNA Recognition.,2019
21632,CRISPR-Cas9 Circular Permutants as Programmable Scaffolds for Genome Modification.,2019
21633,Clearing the Fog surrounding Chemobrain.,2019
21634,Bacteria-to-Human Protein Networks Reveal Origins of Endogenous DNA Damage.,2019
21635,Activated PMN Exosomes: Pathogenic Entities Causing Matrix Destruction and Disease in the Lung.,2019
21636,Biological Functions of Autophagy Genes: A Disease Perspective.,2019
21637,GABAAR Modulator for Postpartum Depression.,2019
21638,Late Endosomes Act as mRNA Translation Platforms and Sustain Mitochondria in Axons.,2019
21639,Spatially Stable Mitochondrial Compartments Fuel Local Translation during Plasticity.,2019
21640,A Genome-wide Framework for Mapping Gene Regulation via Cellular Genetic Screens.,2019
21641,The Implication of Early Chromatin Changes in X Chromosome Inactivation.,2019
21642,Gene Regulatory Programs Conferring Phenotypic Identities to Human NK Cells.,2019
21643,A Small Helical Bundle Prepares Primer Synthesis by Binding Two Nucleotides that Enhance Sequence-Specific Recognition of the DNA Template.,2019
21644,The CMG Helicase Bypasses DNA-Protein Cross-Links to Facilitate Their Repair.,2019
21645,Fibrinogen-like Protein 1 Is a Major Immune Inhibitory Ligand of LAG-3.,2019
21646,ASICs Mediate Food Responses in an Enteric Serotonergic Neuron that Controls Foraging Behaviors.,2019
21647,Coupled Single-Cell CRISPR Screening and Epigenomic Profiling Reveals Causal Gene Regulatory Networks.,2019
21648,HMCES Maintains Genome Integrity by Shielding Abasic Sites in Single-Strand DNA.,2019
21649,Intrinsic Dynamics of a Human Gene Reveal the Basis of Expression Heterogeneity.,2019
21650,A Host-Produced Quorum-Sensing Autoinducer Controls a Phage Lysis-Lysogeny Decision.,2019
21651,Engineering Epigenetic Regulation Using Synthetic Read-Write Modules.,2019
21652,The Human RNA-Binding Proteome and Its Dynamics during Translational Arrest.,2019
21653,Emergence and Spread of Basal Lineages of Yersinia pestis during the Neolithic Decline.,2019
21654,Methotrexate Chemotherapy Induces Persistent Tri-glial Dysregulation that Underlies Chemotherapy-Related Cognitive Impairment.,2019
21655,Oligopeptide Signaling through TbGPR89 Drives Trypanosome Quorum Sensing.,2019
21656,LAP2 Proteins Chaperone GLI1 Movement between the Lamina and Chromatin to Regulate Transcription.,2019
21657,Structure Studies of the CRISPR-Csm Complex Reveal Mechanism of Co-transcriptional Interference.,2019
21658,Low-Fidelity Assembly of Influenza A Virus Promotes Escape from Host Cells.,2019
21659,Beta-Arrestin1 Prevents Preeclampsia by Downregulation of Mechanosensitive AT1-B2 Receptor Heteromers.,2019
21660,Evolutionary Pressure against MHC Class II Binding Cancer Mutations.,2018
21661,Regulated Stochasticity in a Bacterial Signaling Network Permits Tolerance to a Rapid Environmental Change.,2018
21662,Organoid Modeling of the Tumor Immune Microenvironment.,2018
21663,Comparative Flavivirus-Host Protein Interaction Mapping Reveals Mechanisms of Dengue and Zika Virus Pathogenesis.,2018
21664,Protein Interaction Mapping Identifies RBBP6 as a Negative Regulator of Ebola Virus Replication.,2018
21665,CARM1 and Paraspeckles Regulate Pre-implantation Mouse Embryo Development.,2018
21666,Asymmetric Expression of LincGET Biases Cell Fate in Two-Cell Mouse Embryos.,2018
21667,Multisensory Logic of Infant-Directed Aggression by Males.,2018
21668,Irisin Mediates Effects on Bone and Fat via αV Integrin Receptors.,2018
21669,Deception through Mimicry: A Cellular Antiviral Strategy.,2018
21670,N4-acetylation of Cytidine in mRNA by NAT10 Regulates Stability and Translation.,2018
21671,"Phase Separation, Protein Disorder, and Enhancer Function.",2018
21672,"NKG2A, a New Kid on the Immune Checkpoint Block.",2018
21673,CGRP Antibodies as Prophylaxis in Migraine.,2018
21674,Unveiling the Role of the Most Impactful Cardiovascular Risk Locus through Haplotype Editing.,2018
21675,Anti-NKG2A mAb Is a Checkpoint Inhibitor that Promotes Anti-tumor Immunity by Unleashing Both T and NK Cells.,2018
21676,NKG2A Blockade Potentiates CD8 T Cell Immunity Induced by Cancer Vaccines.,2018
21677,Spatiotemporal Control of CNS Myelination by Oligodendrocyte Programmed Cell Death through the TFEB-PUMA Axis.,2018
21678,Conformational Activation Promotes CRISPR-Cas12a Catalysis and Resetting of the Endonuclease Activity.,2018
21679,Acetylation of Cytidine in mRNA Promotes Translation Efficiency.,2018
21680,Genome-wide CRISPR Screens in Primary Human T Cells Reveal Key Regulators of Immune Function.,2018
21681,Transcription Factors Activate Genes through the Phase-Separation Capacity of Their Activation Domains.,2018
21682,"Scalable, Continuous Evolution of Genes at Mutation Rates above Genomic Error Thresholds.",2018
